policy,date,start,success,status,message,nit,nfev,initial_score_yuan,incumbent_score_yuan,final_score_yuan,selected_index
D56_mu0,2025-02-20,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,234,64175.325536213866,53168.227579328544,53168.227579328544,1
D56_mu0,2025-02-21,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,275,22865.576043597855,21930.214809592468,21930.214809592468,4
D56_mu0,2025-02-21,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143,251,34213.51604393047,21926.73367613658,21926.73367613658,4
D56_mu0,2025-02-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,273,22736.373709738673,21830.871190369566,21830.871190369566,4
D56_mu0,2025-02-22,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,151,233,33991.43262059463,21827.11898938681,21827.11898938681,4
D56_mu0,2025-02-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,240,53060.10604375091,52218.529267270525,52218.529267270525,1
D56_mu0,2025-02-23,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,230,63347.44530668932,52235.2915100303,52235.2915100303,1
D56_mu0,2025-02-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,240,52213.97291504524,51378.5319478274,51378.5319478274,1
D56_mu0,2025-02-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,219,62364.10027333883,51393.91020696758,51393.91020696758,1
D56_mu0,2025-02-25,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,148,228,52455.45219745909,51600.546963663604,51600.546963663604,1
D56_mu0,2025-02-25,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,230,62749.68074724911,51619.51813595248,51619.51813595248,1
D56_mu0,2025-02-26,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,52086.923717607206,51206.77368415978,51206.77368415978,1
D56_mu0,2025-02-26,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,62592.618693695826,51223.87685626983,51223.8844253855,1
D56_mu0,2025-02-27,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,50845.62971244319,50005.41336263505,50005.41336263505,1
D56_mu0,2025-02-27,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,229,60701.50440476325,50018.53467933633,50018.53467933633,1
D56_mu0,2025-02-28,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,100,21584.17761927433,20732.41487396189,20732.41487396189,4
D56_mu0,2025-02-28,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,258,32756.063966961454,20688.74087089305,20688.74087089305,4
D56_mu0,2025-03-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,21611.971488103904,20745.728738104022,20745.728738104022,4
D56_mu0,2025-03-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,32906.96166770137,20695.806034835136,20695.806034835136,4
D56_mu0,2025-03-02,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,50274.904814786416,49404.641653143255,49404.641653143255,1
D56_mu0,2025-03-02,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,231,61168.618458010584,49422.88633352904,49422.88633352904,1
D56_mu0,2025-03-03,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,71,47220.16009392353,46211.39315827033,46211.39315827033,1
D56_mu0,2025-03-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,225,58143.918332577414,46251.085270699696,46251.085270699696,1
D56_mu0,2025-03-04,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,193,48510.396366936,47374.732801968,47374.732801968,1
D56_mu0,2025-03-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,234,59122.56940519279,47429.187151697704,47429.187151697704,1
D56_mu0,2025-03-05,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,233,49107.48703767486,47938.19482888573,47938.19482888573,1
D56_mu0,2025-03-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,226,59374.59295282481,47988.43678606769,47988.43678606769,1
D56_mu0,2025-03-06,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,118,173,48809.18416108876,47668.1027996363,47668.1027996363,1
D56_mu0,2025-03-06,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,59020.7903262123,47717.38657739356,47717.38657739356,1
D56_mu0,2025-03-07,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,18165.220299852623,17137.550514123155,17137.550514123155,1
D56_mu0,2025-03-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,250,30133.067286634396,17150.24757713627,17150.24757713627,1
D56_mu0,2025-03-08,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,283,17692.61903692613,16666.530987232785,16666.530987232785,1
D56_mu0,2025-03-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,265,29258.55032148337,16679.68239181829,16679.68239181829,1
D56_mu0,2025-03-09,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,260,46731.78020472945,45610.32635205879,45610.32635205879,1
D56_mu0,2025-03-09,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,226,56730.429192204014,45652.50528590356,45652.50528590356,1
D56_mu0,2025-03-10,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,233,45683.38594843673,44648.09418370911,44648.09418370911,1
D56_mu0,2025-03-10,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,231,55573.937679347124,44690.1330771197,44690.1330771197,1
D56_mu0,2025-03-11,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,231,45783.462462100535,44585.879151896144,44585.879151896144,1
D56_mu0,2025-03-11,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,241,56323.298118059785,44637.82296733711,44637.82296733711,1
D56_mu0,2025-03-12,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,94,45116.633418608944,43915.229409240106,43915.229409240106,1
D56_mu0,2025-03-12,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,238,54966.15645646055,43958.757914295464,43958.757914295464,1
D56_mu0,2025-03-13,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,248,44623.81295752159,43401.536707615924,43401.536707615924,1
D56_mu0,2025-03-13,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,55306.199773783956,43446.39481125757,43446.39481125757,1
D56_mu0,2025-03-14,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,142,242,16704.26151428339,15552.71914696804,15552.71914696804,1
D56_mu0,2025-03-14,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,164,27998.563039540593,15561.431717435109,15561.431717435109,1
D56_mu0,2025-03-15,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161,280,17073.978116896833,15938.305285890503,15938.305285890503,1
D56_mu0,2025-03-15,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,280,28400.101530769454,15945.953358097262,15945.953358097262,1
D56_mu0,2025-03-16,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,44550.70777832229,43347.566818560146,43347.566818560146,1
D56_mu0,2025-03-16,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,55067.35222468692,43392.43610394288,43392.43610394288,1
D56_mu0,2025-03-17,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,228,44427.3558415095,43212.26490892434,43212.26490892434,1
D56_mu0,2025-03-17,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,223,54333.851474901654,43251.129007850104,43251.129007850104,1
D56_mu0,2025-03-18,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,264,43132.88704486151,41948.40274510611,41948.40274510611,1
D56_mu0,2025-03-18,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,53145.86414906717,41988.83267635962,41988.83267635962,1
D56_mu0,2025-03-19,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,43596.993341838985,42421.284382880076,42421.284382880076,1
D56_mu0,2025-03-19,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88,161,54468.05885343688,42490.37791510735,42490.37791510735,1
D56_mu0,2025-03-20,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,43355.270599755284,42181.921190205285,42181.921190205285,1
D56_mu0,2025-03-20,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,229,53297.010028393364,42223.370201460435,42223.370201460435,1
D56_mu0,2025-03-21,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,265,16225.968712845086,15115.786320151534,15115.786320151534,1
D56_mu0,2025-03-21,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,272,27355.114075552978,15125.924816934166,15125.924816934166,1
D56_mu0,2025-03-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,16912.682563200397,15824.139379544435,15824.139379544435,1
D56_mu0,2025-03-22,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100,161,28430.038522492378,15829.569879128878,15829.569879128878,1
D56_mu0,2025-03-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,257,41456.6112300592,40352.27527318276,40352.27527318276,1
D56_mu0,2025-03-23,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,250,51850.85463756774,40388.06980311028,40388.06980311028,1
D56_mu0,2025-03-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,257,41305.583782913025,40183.95075734416,40183.95075734416,1
D56_mu0,2025-03-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,52387.18872059223,40221.427401319736,40221.427401319736,1
D56_mu0,2025-03-25,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,267,41004.674221606256,39860.68221394221,39860.68221394221,1
D56_mu0,2025-03-25,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,239,52552.22761897106,39901.75372539966,39901.75372539966,1
D56_mu0,2025-03-26,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127,204,40951.79215477626,39749.76966480642,39749.76966558121,1
D56_mu0,2025-03-26,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,234,52344.30568590759,39792.77791502374,39792.77791502374,1
D56_mu0,2025-03-27,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,247,41043.904037276436,39853.378891100685,39853.378891100685,1
D56_mu0,2025-03-27,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,187,52583.455338893626,39903.31732396858,39903.31732396858,1
D56_mu0,2025-03-28,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,16007.486227967478,14903.011540566773,14903.011540566773,1
D56_mu0,2025-03-28,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44,99,27392.90973688575,14969.514399581067,14969.514399581067,1
D56_mu0,2025-03-29,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,244,15799.407079101245,14737.180551774078,14737.180551774078,1
D56_mu0,2025-03-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,27238.372975210037,14744.115684470878,14744.115684470878,1
D56_mu0,2025-03-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,39805.598653960944,38736.63299187073,38736.63299187073,1
D56_mu0,2025-03-30,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,233,52106.412131305326,38778.82431250805,38778.82431250805,1
D56_mu0,2025-03-31,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,39002.8782435064,37987.099824938145,37987.099824938145,1
D56_mu0,2025-03-31,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,50579.72279280416,38032.78871779489,38032.78871779489,1
D56_mu0,2025-04-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,39406.27119761308,38495.557705629566,38495.557705629566,1
D56_mu0,2025-04-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,51478.08891844854,38531.63589542116,38531.63589542116,1
D56_mu0,2025-04-02,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,39148.4990825695,38234.178664604886,38234.178664604886,1
D56_mu0,2025-04-02,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,167,241,51059.27030885495,38277.179880713884,38277.179880713884,1
D56_mu0,2025-04-03,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,40028.295459213696,39056.14486094743,39056.14486094743,1
D56_mu0,2025-04-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,212,51709.32269812313,39094.31195347213,39094.31195347213,1
D56_mu0,2025-04-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,15238.298990708667,14105.743178350134,14105.743178350134,1
D56_mu0,2025-04-04,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,118,26879.096672021846,14133.774259694645,14133.774259694645,1
D56_mu0,2025-04-05,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,15832.075885694321,14632.425807211386,14632.425807211386,1
D56_mu0,2025-04-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,248,27517.736164792936,14637.94276035821,14637.94276035821,1
D56_mu0,2025-04-06,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,40109.6825744949,39106.00046423202,39106.00046423202,1
D56_mu0,2025-04-06,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,51811.98501535277,39139.4873361458,39139.4873361458,1
D56_mu0,2025-04-07,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165,256,39279.161609360744,38259.902438589044,38259.902438589044,1
D56_mu0,2025-04-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,241,50552.644061291176,38291.39262778871,38291.39262778871,1
D56_mu0,2025-04-08,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,238,39725.853469386304,38737.804461083106,38737.804461083106,1
D56_mu0,2025-04-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,222,51588.937272547104,38771.10511248985,38771.10511248985,1
D56_mu0,2025-04-09,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,153,217,39432.850079847216,38407.26142869722,38407.26142869722,1
D56_mu0,2025-04-09,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,231,51617.055388232126,38439.38185936579,38439.38185936579,1
D56_mu0,2025-04-10,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,134,199,39280.70717469236,38278.07125966516,38278.07125966516,1
D56_mu0,2025-04-10,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,236,51392.04012427216,38308.77335711761,38308.77335711761,1
D56_mu0,2025-04-11,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,247,15153.051302979122,14060.215498866288,14060.215498866288,1
D56_mu0,2025-04-11,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,253,26430.422214630824,14063.838193808573,14063.838193808573,1
D56_mu0,2025-04-12,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,257,15684.685966315357,14566.583315357902,14566.583315357902,1
D56_mu0,2025-04-12,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,245,27274.987489932853,14571.178860115648,14571.178860115648,1
D56_mu0,2025-04-13,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,227,37929.586517642805,36906.37470943325,36906.37470943325,1
D56_mu0,2025-04-13,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,234,49295.45346604617,36936.19499362261,36936.19499362261,1
D56_mu0,2025-04-14,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,230,37676.89558014227,36637.610271637364,36637.610271637364,1
D56_mu0,2025-04-14,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,228,49468.173743243475,36668.58176780197,36668.58176780197,1
D56_mu0,2025-04-15,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,227,38437.30228629643,37416.88812784001,37416.88812784001,1
D56_mu0,2025-04-15,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,50457.80051552679,37452.70765105064,37452.70765105064,1
D56_mu0,2025-04-16,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,37664.3649526964,36598.057710583984,36598.057710583984,1
D56_mu0,2025-04-16,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,229,48708.61234302021,36625.44676134601,36625.44676134601,1
D56_mu0,2025-04-17,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,247,37512.87271516479,36493.90328688078,36493.90328688078,1
D56_mu0,2025-04-17,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,231,49472.04480266061,36533.33877127885,36533.33877127885,1
D56_mu0,2025-04-18,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,14600.19688943389,13574.465398637127,13574.465398637127,1
D56_mu0,2025-04-18,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127,208,25736.058875338345,13577.134642842058,13577.134642842058,1
D56_mu0,2025-04-19,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,265,14092.135141534643,13085.603320572103,13085.603320572103,1
D56_mu0,2025-04-19,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,139,212,24642.829732776634,13086.089883034305,13086.089883034305,1
D56_mu0,2025-04-20,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,236,36836.192403025045,35765.49274028871,35765.49274028871,1
D56_mu0,2025-04-20,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,48383.97358366928,35792.196353865074,35792.196353865074,1
D56_mu0,2025-04-21,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,233,36994.220528735204,35952.27069948657,35952.27069948657,1
D56_mu0,2025-04-21,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,115,48227.467266207495,36549.9596509079,36549.9596509079,1
D56_mu0,2025-04-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,261,36584.603039693444,35470.803413046466,35470.803413046466,1
D56_mu0,2025-04-22,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,48573.94373226842,35499.974481407946,35499.974481407946,1
D56_mu0,2025-04-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,36977.253812171395,35861.71712895634,35861.71712895634,1
D56_mu0,2025-04-23,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,48683.80577557483,35887.02272385771,35887.02272385771,1
D56_mu0,2025-04-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,36147.44498399161,35044.83135858896,35044.83135858896,1
D56_mu0,2025-04-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,233,47352.22252678686,35069.989610946555,35069.989610946555,1
D56_mu0,2025-04-25,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,179,267,13502.180735680236,12521.625041641413,12521.625041641413,1
D56_mu0,2025-04-25,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,24698.719373899912,12522.48407744681,12522.48407744681,1
D56_mu0,2025-04-26,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,13667.56046915538,12709.917614295671,12709.917614295671,1
D56_mu0,2025-04-26,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,128,222,24868.27614722692,12711.59954792902,12711.59954792902,1
D56_mu0,2025-04-27,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,154,34312.10927312355,33235.052273902984,33235.052273902984,1
D56_mu0,2025-04-27,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,46623.367700026494,33255.231776836496,33255.231776836496,1
D56_mu0,2025-04-28,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,247,35068.31558050262,34135.92879814896,34135.92879814896,1
D56_mu0,2025-04-28,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175,285,47607.777235825604,34160.39305827426,34160.39305827426,1
D56_mu0,2025-04-29,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,238,35484.8616776313,34564.120970690194,34564.120970690194,1
D56_mu0,2025-04-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,230,47116.15912902366,34591.792852819744,34591.792852819744,1
D56_mu0,2025-04-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,229,35366.40072128886,34488.38044995586,34488.38044995586,1
D56_mu0,2025-04-30,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,244,46866.78452906573,34508.63573373169,34508.63573373169,1
D56_mu0,2025-05-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,275,35041.90611616492,34150.92343632869,34150.92343632869,1
D56_mu0,2025-05-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,216,47102.361991281716,34171.82409306564,34171.82409306564,1
D56_mu0,2025-05-02,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,239,14258.263479891075,13271.302347380997,13271.302347380997,1
D56_mu0,2025-05-02,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,139,234,25124.552780594655,13271.845250346645,13271.845250346645,1
D56_mu0,2025-05-03,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,241,15002.199260914509,13875.5344184112,13875.5344184112,4
D56_mu0,2025-05-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,303,25626.25032356819,13875.328401830246,13875.328401830246,4
D56_mu0,2025-05-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,37508.02909302393,36378.99829905791,36378.99829905791,1
D56_mu0,2025-05-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,239,48099.47060678409,36401.99756034351,36401.99756034351,1
D56_mu0,2025-05-05,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,140,212,38044.90321573947,36887.143713384336,36887.143713384336,1
D56_mu0,2025-05-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,47904.64770861839,36905.3121723476,36905.3121723476,1
D56_mu0,2025-05-06,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,242,37551.75591290628,36400.997658507564,36400.997658507564,1
D56_mu0,2025-05-06,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,47731.83968690336,36434.67181825516,36434.67181825516,1
D56_mu0,2025-05-07,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98,154,38098.62412546629,36974.90018337848,36974.90018337848,1
D56_mu0,2025-05-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,236,48272.169430879905,37007.03155835834,37007.03155835834,1
D56_mu0,2025-05-08,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,118,167,41681.17855099702,40613.27415512738,40613.27415512738,1
D56_mu0,2025-05-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,238,51886.31958600126,40644.73044273277,40644.73044273277,1
D56_mu0,2025-05-09,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,249,17732.633252635096,16630.08474823017,16630.08474823017,1
D56_mu0,2025-05-09,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49,111,26122.7935865924,16661.042184857073,16661.042184857073,1
D56_mu0,2025-05-10,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,17938.909079922974,16826.04563344875,16826.049463225103,1
D56_mu0,2025-05-10,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,290,26391.10036761449,16827.428973866718,16827.428973866718,1
D56_mu0,2025-05-11,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,234,41677.802263249396,40426.58145774381,40426.58145774381,1
D56_mu0,2025-05-11,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,240,50487.33394902256,40456.32753187426,40456.32753187426,1
D56_mu0,2025-05-12,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,229,41767.2209141873,40492.937056134884,40492.937056134884,1
D56_mu0,2025-05-12,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,241,49668.19115054866,40520.12422590173,40520.12422590173,1
D56_mu0,2025-05-13,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97,153,41411.226334518935,40128.36012223595,40128.36012223595,1
D56_mu0,2025-05-13,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,49128.13054717616,40154.791207702365,40154.791207702365,1
D56_mu0,2025-05-14,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,103,158,41736.658771662704,40452.17473332329,40452.17473332329,1
D56_mu0,2025-05-14,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,49351.78208547069,40478.092071330175,40478.092071330175,1
D56_mu0,2025-05-15,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,244,41023.56724438559,39809.32883513811,39809.32883513811,1
