check,max_error,tolerance
D112_refined.emergency_fee,4.192770575173199e-10,1e-05
D112_refined.end_energy,1.8735590856522322e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,5.093170329928398e-11,1e-05
D112_refined.initial_trace,3.2741809263825417e-11,1e-05
D112_refined.incumbent_trace,3.637978807091713e-11,1e-05
D112_refined.initial_trace,4.3655745685100555e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.5706550483591855e-12,1e-06
D112_refined.point_initializer,1.3642420526593924e-12,1e-06
D112_refined.risk_delta,1.5063505998114124e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.5027978861326119e-12,1e-06
D112_refined.milp_state,1.1937117960769683e-12,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,0.0,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.546585164964199e-11,1e-05
D112_refined.emergency_fee,3.8608050090260804e-10,1e-05
D112_refined.end_energy,1.3938006304670125e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,1.4551915228366852e-11,1e-05
D112_refined.initial_trace,0.0,1e-05
D112_refined.incumbent_trace,2.546585164964199e-11,1e-05
D112_refined.initial_trace,7.275957614183426e-12,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.7980287238024175e-12,1e-06
D112_refined.point_initializer,1.1368683772161603e-12,1e-06
D112_refined.risk_delta,9.769962616701378e-13,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.8189894035458565e-12,1e-06
D112_refined.milp_state,7.958078640513122e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,9.71445146547012e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,6.548361852765083e-11,1e-05
D112_refined.emergency_fee,5.22277332493104e-10,1e-05
D112_refined.end_energy,1.964508555829525e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,1.4551915228366852e-11,1e-05
D112_refined.initial_trace,6.548361852765083e-11,1e-05
D112_refined.incumbent_trace,7.275957614183426e-12,1e-05
D112_refined.initial_trace,4.3655745685100555e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.229594535194337e-12,1e-06
D112_refined.point_initializer,1.3642420526593924e-12,1e-06
D112_refined.risk_delta,1.5063505998114124e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.7053025658242404e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,2.453592884421596e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,1.0186340659856796e-10,1e-05
D112_refined.emergency_fee,9.100631359615363e-10,1e-05
D112_refined.end_energy,2.582964953035116e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,6.548361852765083e-11,1e-05
D112_refined.initial_trace,1.0186340659856796e-10,1e-05
D112_refined.incumbent_trace,9.458744898438454e-11,1e-05
D112_refined.initial_trace,5.820766091346741e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.252776074688882e-12,1e-06
D112_refined.point_initializer,1.4779288903810084e-12,1e-06
D112_refined.risk_delta,1.5063505998114124e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.9326762412674725e-12,1e-06
D112_refined.milp_state,8.526512829121202e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,5.995204332975845e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.9103830456733704e-11,1e-05
D112_refined.emergency_fee,5.024958227295429e-10,1e-05
D112_refined.end_energy,2.0736479200422764e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,2.9103830456733704e-11,1e-05
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,2.9103830456733704e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.139089236967266e-12,1e-06
D112_refined.point_initializer,1.3642420526593924e-12,1e-06
D112_refined.risk_delta,2.547295707699959e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.5011104298755527e-12,1e-06
D112_refined.milp_state,7.673861546209082e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,5.88418203051333e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.9103830456733704e-11,1e-05
D112_refined.emergency_fee,5.083080623080605e-10,1e-05
D112_refined.end_energy,2.0736479200422764e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,1.4551915228366852e-11,1e-05
D112_refined.initial_trace,7.275957614183426e-12,1e-05
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,0.0,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.139089236967266e-12,1e-06
D112_refined.point_initializer,1.7053025658242404e-12,1e-06
D112_refined.risk_delta,1.3571366253017914e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.9326762412674725e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,2.1538326677728037e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,7.275957614183426e-11,1e-05
D112_refined.emergency_fee,7.2319039645663e-10,1e-05
D112_refined.end_energy,2.1736923372372985e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,6.548361852765083e-11,1e-05
D112_refined.initial_trace,5.093170329928398e-11,1e-05
D112_refined.incumbent_trace,7.275957614183426e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.115907697472721e-12,1e-06
D112_refined.point_initializer,1.3073986337985843e-12,1e-06
D112_refined.risk_delta,2.5579538487363607e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.9610979506978765e-12,1e-06
D112_refined.milp_state,1.0231815394945443e-12,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,2.220446049250313e-16,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.9103830456733704e-11,1e-05
D112_refined.emergency_fee,3.6220626498106867e-10,1e-05
D112_refined.end_energy,1.1550582712516189e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,1.0913936421275139e-11,1e-05
D112_refined.incumbent_trace,1.8189894035458565e-11,1e-05
D112_refined.initial_trace,2.546585164964199e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.9685589803848416e-12,1e-06
D112_refined.point_initializer,1.1368683772161603e-12,1e-06
D112_refined.risk_delta,2.5579538487363607e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.9274360713316128e-12,1e-06
D112_refined.milp_state,1.4779288903810084e-12,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.5844267457809423e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,1.0913936421275139e-11,1e-05
D112_refined.emergency_fee,4.852154233958572e-10,1e-05
D112_refined.end_energy,1.1073097994085401e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,0.0,1e-05
D112_refined.initial_trace,1.0913936421275139e-11,1e-05
D112_refined.incumbent_trace,1.0913936421275139e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-12,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.0254023992456496e-12,1e-06
D112_refined.point_initializer,1.1368683772161603e-12,1e-06
D112_refined.risk_delta,2.5579538487363607e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.6716406864579767e-12,1e-06
D112_refined.milp_state,8.526512829121202e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,7.771561172376096e-16,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.9103830456733704e-11,1e-05
D112_refined.emergency_fee,4.825153609999688e-10,1e-05
D112_refined.end_energy,2.091837814077735e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,2.1827872842550278e-11,1e-05
D112_refined.incumbent_trace,1.4551915228366852e-11,1e-05
D112_refined.initial_trace,2.9103830456733704e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.707523425575346e-12,1e-06
D112_refined.point_initializer,3.183231456205249e-12,1e-06
D112_refined.risk_delta,1.7479351299698465e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.3305801732931286e-12,1e-06
D112_refined.milp_state,8.08242361927114e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.3766765505351941e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,7.275957614183426e-12,1e-05
D112_refined.emergency_fee,4.702087608166039e-10,1e-05
D112_refined.end_energy,1.9554136088117957e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,7.275957614183426e-12,1e-05
D112_refined.initial_trace,7.275957614183426e-12,1e-05
D112_refined.incumbent_trace,0.0,1e-05
D112_refined.initial_trace,0.0,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.343281372915953e-12,1e-06
D112_refined.point_initializer,1.8189894035458565e-12,1e-06
D112_refined.risk_delta,1.3713474800169934e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.8758328224066645e-12,1e-06
D112_refined.milp_state,8.526512829121202e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,3.1086244689504383e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,9.458744898438454e-11,1e-05
D112_refined.emergency_fee,8.160441211657599e-10,1e-05
D112_refined.end_energy,2.610249794088304e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,4.3655745685100555e-11,1e-05
D112_refined.initial_trace,5.820766091346741e-11,1e-05
D112_refined.incumbent_trace,7.275957614183426e-11,1e-05
D112_refined.initial_trace,9.458744898438454e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.934897101018578e-12,1e-06
D112_refined.point_initializer,2.2737367544323206e-12,1e-06
D112_refined.risk_delta,3.7765346405649325e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,5.229594535194337e-12,1e-06
D112_refined.milp_state,8.419931418757187e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,0.0,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,4.3655745685100555e-11,1e-05
D112_refined.emergency_fee,5.356923793442547e-10,1e-05
D112_refined.end_energy,1.9099388737231493e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,4.3655745685100555e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.incumbent_trace,2.1827872842550278e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.139089236967266e-12,1e-06
D112_refined.point_initializer,2.1600499167107046e-12,1e-06
D112_refined.risk_delta,3.7765346405649325e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,4.433786671143025e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.8984813721090177e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,7.275957614183426e-11,1e-05
D112_refined.emergency_fee,7.233751375679276e-10,1e-05
D112_refined.end_energy,2.2100721253082156e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,7.275957614183426e-11,1e-05
D112_refined.initial_trace,2.1827872842550278e-11,1e-05
D112_refined.incumbent_trace,6.548361852765083e-11,1e-05
D112_refined.initial_trace,7.275957614183426e-12,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.9117155615240335e-12,1e-06
D112_refined.point_initializer,1.4210854715202004e-12,1e-06
D112_refined.risk_delta,2.5579538487363607e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.7569058147491887e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,3.930189507173054e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,7.275957614183426e-11,1e-05
D112_refined.emergency_fee,5.027231964049861e-10,1e-05
D112_refined.end_energy,8.958522812463343e-11,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,4.001776687800884e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-12,1e-05
D112_refined.incumbent_trace,3.637978807091713e-11,1e-05
D112_refined.initial_trace,7.275957614183426e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.7411853049416095e-12,1e-06
D112_refined.point_initializer,1.8189894035458565e-12,1e-06
D112_refined.risk_delta,2.5579538487363607e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.3874235921539366e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,8.881784197001252e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,1.0550138540565968e-10,1e-05
D112_refined.emergency_fee,5.529727786779404e-10,1e-05
D112_refined.end_energy,1.7143975128419697e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,5.820766091346741e-11,1e-05
D112_refined.initial_trace,2.9103830456733704e-11,1e-05
D112_refined.incumbent_trace,7.275957614183426e-11,1e-05
D112_refined.initial_trace,1.0550138540565968e-10,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.480149750132114e-12,1e-06
D112_refined.point_initializer,1.2505552149377763e-12,1e-06
D112_refined.risk_delta,1.2150280781497713e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.0463630789890885e-12,1e-06
D112_refined.milp_state,8.526512829121202e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.1324274851176597e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,1.1641532182693481e-10,1e-05
D112_refined.emergency_fee,1.0219309842796065e-09,1e-05
D112_refined.end_energy,2.53749021794647e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,8.731149137020111e-11,1e-05
D112_refined.initial_trace,7.275957614183426e-12,1e-05
D112_refined.incumbent_trace,6.548361852765083e-11,1e-05
D112_refined.initial_trace,1.1641532182693481e-10,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.366462912410498e-12,1e-06
D112_refined.point_initializer,1.3642420526593924e-12,1e-06
D112_refined.risk_delta,1.4495071809506044e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.8421709430404007e-12,1e-06
D112_refined.milp_state,8.384404281969182e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.697997600929081e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,9.458744898438454e-11,1e-05
D112_refined.emergency_fee,9.109726306633092e-10,1e-05
D112_refined.end_energy,2.6648194761946797e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,8.003553375601768e-11,1e-05
D112_refined.initial_trace,5.820766091346741e-11,1e-05
D112_refined.incumbent_trace,4.3655745685100555e-11,1e-05
D112_refined.initial_trace,9.458744898438454e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.115907697472721e-12,1e-06
D112_refined.point_initializer,2.1600499167107046e-12,1e-06
D112_refined.risk_delta,1.6555645743210334e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.3518964553659316e-12,1e-06
D112_refined.milp_state,7.958078640513122e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.2545520178264269e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,9.458744898438454e-11,1e-05
D112_refined.emergency_fee,5.932179192313924e-10,1e-05
D112_refined.end_energy,2.2737367544323206e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,9.458744898438454e-11,1e-05
D112_refined.initial_trace,8.003553375601768e-11,1e-05
D112_refined.incumbent_trace,5.093170329928398e-11,1e-05
D112_refined.initial_trace,5.093170329928398e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.4569682106375694e-12,1e-06
D112_refined.point_initializer,2.9558577807620168e-12,1e-06
D112_refined.risk_delta,1.4495071809506044e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.2737367544323206e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,2.55231696476802e-16,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,1.964508555829525e-10,1e-05
D112_refined.emergency_fee,1.103217073250562e-09,1e-05
D112_refined.end_energy,3.5288394428789616e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,1.382431946694851e-10,1e-05
D112_refined.initial_trace,1.2369127944111824e-10,1e-05
D112_refined.incumbent_trace,1.5279510989785194e-10,1e-05
D112_refined.initial_trace,1.964508555829525e-10,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.59383658785373e-12,1e-06
D112_refined.point_initializer,1.0231815394945443e-12,1e-06
D112_refined.risk_delta,1.6555645743210334e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.3874235921539366e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,9.992007221626409e-16,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,3.637978807091713e-11,1e-05
D112_refined.emergency_fee,6.79506229062099e-10,1e-05
D112_refined.end_energy,1.8917489796876907e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.1827872842550278e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.incumbent_trace,1.4551915228366852e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,7.105427357601002e-12,1e-06
D112_refined.point_initializer,2.0463630789890885e-12,1e-06
D112_refined.risk_delta,1.779909553079051e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,4.547473508864641e-12,1e-06
D112_refined.milp_state,1.3642420526593924e-12,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,0.0,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.0736479200422764e-10,1e-05
D112_refined.emergency_fee,8.440110832452774e-10,1e-05
D112_refined.end_energy,1.2596501619555056e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,6.184563972055912e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-11,1e-05
D112_refined.incumbent_trace,7.639755494892597e-11,1e-05
D112_refined.initial_trace,2.0736479200422764e-10,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.4001247917767614e-12,1e-06
D112_refined.point_initializer,1.8189894035458565e-12,1e-06
D112_refined.risk_delta,1.5631940186722204e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.2737367544323206e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,7.770464423402418e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,7.639755494892597e-11,1e-05
D112_refined.emergency_fee,5.175024853087962e-10,1e-05
D112_refined.end_energy,1.2005330063402653e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,3.2741809263825417e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-12,1e-05
D112_refined.incumbent_trace,4.001776687800884e-11,1e-05
D112_refined.initial_trace,7.639755494892597e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.6843418860808015e-12,1e-06
D112_refined.point_initializer,1.5916157281026244e-12,1e-06
D112_refined.risk_delta,2.9949376312288223e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,4.092726157978177e-12,1e-06
D112_refined.milp_state,7.958078640513122e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,2.886579864025407e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,2.1827872842550278e-11,1e-05
D112_refined.emergency_fee,5.824176696478389e-10,1e-05
D112_refined.end_energy,1.9372237147763371e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.1827872842550278e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.incumbent_trace,2.1827872842550278e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.7980287238024175e-12,1e-06
D112_refined.point_initializer,1.7053025658242404e-12,1e-06
D112_refined.risk_delta,1.4885870314174099e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.0463630789890885e-12,1e-06
D112_refined.milp_state,8.881784197001252e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,3.708144902248023e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,5.820766091346741e-11,1e-05
D112_refined.emergency_fee,5.366587174648885e-10,1e-05
D112_refined.end_energy,2.0554580260068178e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,4.3655745685100555e-11,1e-05
D112_refined.initial_trace,2.9103830456733704e-11,1e-05
D112_refined.incumbent_trace,5.820766091346741e-11,1e-05
D112_refined.initial_trace,0.0,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,6.0254023992456496e-12,1e-06
D112_refined.point_initializer,1.8189894035458565e-12,1e-06
D112_refined.risk_delta,2.9949376312288223e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,3.069544618483633e-12,1e-06
D112_refined.milp_state,9.094947017729282e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.6653345369377348e-15,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,4.3655745685100555e-11,1e-05
D112_refined.emergency_fee,4.75210981676355e-10,1e-05
D112_refined.end_energy,2.1645973902195692e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.incumbent_trace,4.3655745685100555e-11,1e-05
D112_refined.initial_trace,7.275957614183426e-12,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.7980287238024175e-12,1e-06
D112_refined.point_initializer,1.5916157281026244e-12,1e-06
D112_refined.risk_delta,1.7053025658242404e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.1458390619955026e-12,1e-06
D112_refined.milp_state,1.0231815394945443e-12,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,2.5424107263916085e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,6.548361852765083e-11,1e-05
D112_refined.emergency_fee,7.203198038041592e-10,1e-05
D112_refined.end_energy,2.0827428670600057e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,2.9103830456733704e-11,1e-05
D112_refined.initial_trace,1.4551915228366852e-11,1e-05
D112_refined.incumbent_trace,1.4551915228366852e-11,1e-05
D112_refined.initial_trace,6.548361852765083e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,7.16227077646181e-12,1e-06
D112_refined.point_initializer,2.5011104298755527e-12,1e-06
D112_refined.risk_delta,1.7053025658242404e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,2.7284841053187847e-12,1e-06
D112_refined.milp_state,8.86402062860725e-13,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.5987211554602254e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,8.003553375601768e-11,1e-05
D112_refined.emergency_fee,1.0073790690512396e-09,1e-05
D112_refined.end_energy,2.3283064365386963e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,7.275957614183426e-11,1e-05
D112_refined.initial_trace,2.9103830456733704e-11,1e-05
D112_refined.incumbent_trace,8.003553375601768e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-11,1e-05
D112_refined.candidate_initial,0.0,1e-06
D112_refined.scenarios,5.286437954055145e-12,1e-06
D112_refined.point_initializer,1.1937117960769683e-12,1e-06
D112_refined.risk_delta,1.3429257705865894e-12,1e-06
D112_refined.milp_q,0.0,1e-06
D112_refined.milp_balance,1.5347723092418164e-12,1e-06
D112_refined.milp_state,1.5063505998114124e-12,1e-06
D112_refined.milp_continuity,0.0,1e-06
D112_refined.milp_terminal,0.0,1e-06
D112_refined.milp_integrality,1.865348575879776e-14,1e-06
D112_refined.ordinary,0.0,1e-05
D112_refined.score,5.4569682106375694e-11,1e-05
D112_refined.emergency_fee,5.288427473715274e-10,1e-05
D112_refined.end_energy,1.1732481652870774e-10,1e-06
D112_refined.selected_q,0.0,1e-06
D112_refined.incumbent_trace,1.0913936421275139e-11,1e-05
D112_refined.initial_trace,3.637978807091713e-12,1e-05
